BDM_id,BDM,Categorie,Plot_id
23,527182,ForetFeuillus,230501
23,527182,ForetFeuillus,230502
23,527182,ForetFeuillus,230503
23,527182,ForetFeuillus,230504
23,527182,ForetMixe,230601
23,527182,ForetMixe,230602
23,527182,lisiere,230901
23,527182,lisiere,230902
23,527182,lisiere,230903
23,527182,transport,231301
23,527182,ZoneConstruite,231501
24,527174,Autre,240101
24,527174,Autre,240102
24,527174,Autre,240103
24,527174,Autre,240104
24,527174,Autre,240105
24,527174,Autre,240106
24,527174,Autre,240107
24,527174,Autre,240108
24,527174,Autre,240109
24,527174,Autre,240110
24,527174,ForetConifere,240401
24,527174,ForetConifere,240402
24,527174,ForetFeuillus,240501
24,527174,ForetFeuillus,240502
24,527174,ForetFeuillus,240503
24,527174,ForetFeuillus,240504
24,527174,ForetFeuillus,240505
24,527174,ForetMixe,240601
24,527174,ForetMixe,240602
24,527174,ForetMixe,240603
24,527174,ForetMixe,240604
24,527174,ForetMixe,240605
24,527174,lisiere,240901
24,527174,transport,241301
24,527174,ZoneConstruite,241501
25,539174,Autre,250101
25,539174,Autre,250102
25,539174,Autre,250103
25,539174,Autre,250104
25,539174,Autre,250105
25,539174,Autre,250106
25,539174,Autre,250107
25,539174,Autre,250108
25,539174,Autre,250109
25,539174,Autre,250110
25,539174,Autre,250111
25,539174,Autre,250112
25,539174,Autre,250113
25,539174,Autre,250114
25,539174,Autre,250115
25,539174,Autre,250116
25,539174,Autre,250117
25,539174,Autre,250118
25,539174,Autre,250119
25,539174,CulturePerm,250301
25,539174,ForetMixe,250601
25,539174,lisiere,250901
25,539174,transport,251301
25,539174,ZoneConstruite,251501
25,539174,ZoneConstruite,251502
26,533166,Autre,260101
26,533166,Autre,260102
26,533166,Autre,260103
26,533166,Autre,260104
26,533166,Autre,260105
26,533166,Autre,260106
26,533166,Autre,260107
26,533166,Autre,260108
26,533166,Autre,260109
26,533166,Autre,260110
26,533166,Autre,260111
26,533166,Autre,260112
26,533166,Autre,260113
26,533166,Autre,260114
26,533166,Autre,260115
26,533166,Autre,260116
26,533166,Autre,260117
26,533166,Autre,260118
26,533166,CulturePerm,260301
26,533166,ForetFeuillus,260501
26,533166,ForetMixe,260601
26,533166,lisiere,260901
26,533166,transport,261301
26,533166,ZoneConstruite,261501
27,527158,Autre,270101
27,527158,Autre,270102
27,527158,Autre,270103
27,527158,Autre,270104
27,527158,Autre,270105
27,527158,Autre,270106
27,527158,Autre,270107
27,527158,Autre,270108
27,527158,Autre,270109
27,527158,Autre,270110
27,527158,Autre,270111
27,527158,Autre,270112
27,527158,Autre,270113
27,527158,Autre,270114
27,527158,Autre,270115
27,527158,CulturePerm,270301
27,527158,CulturePerm,270302
27,527158,CulturePerm,270303
27,527158,CulturePerm,270304
27,527158,ForetFeuillus,270501
27,527158,ForetFeuillus,270502
27,527158,ForetMixe,270601
27,527158,lisiere,270901
27,527158,transport,271301
27,527158,ZoneConstruite,271501
28,521166,Autre,280101
28,521166,Autre,280102
28,521166,Autre,280103
28,521166,Autre,280104
28,521166,Autre,280105
28,521166,Autre,280106
28,521166,Autre,280107
28,521166,Autre,280108
28,521166,Autre,280109
28,521166,Autre,280110
28,521166,Autre,280111
28,521166,Autre,280112
28,521166,Autre,280113
28,521166,Autre,280114
28,521166,Autre,280115
28,521166,Autre,280116
28,521166,Autre,280117
28,521166,Autre,280118
28,521166,CulturePerm,280301
28,521166,ForetConifere,280401
28,521166,ForetFeuillus,280501
28,521166,ForetMixe,280601
28,521166,lisiere,280901
28,521166,transport,281301
28,521166,ZoneConstruite,281501
29,521174,Autre,290101
29,521174,Autre,290102
29,521174,Autre,290103
29,521174,CulturePerm,290301
29,521174,ForetConifere,290401
29,521174,ForetConifere,290402
29,521174,ForetConifere,290403
29,521174,ForetConifere,290404
29,521174,ForetFeuillus,290501
29,521174,ForetFeuillus,290502
29,521174,ForetFeuillus,290503
29,521174,ForetFeuillus,290504
29,521174,ForetFeuillus,290505
29,521174,ForetFeuillus,290506
29,521174,ForetMixe,290601
29,521174,ForetMixe,290602
29,521174,ForetMixe,290603
29,521174,ForetMixe,290604
29,521174,ForetMixe,290605
29,521174,ForetMixe,290606
29,521174,lisiere,290901
29,521174,transport,291301
29,521174,transport,291302
29,521174,ZoneConstruite,291501
30,515166,Autre,300101
30,515166,Autre,300102
30,515166,Autre,300103
30,515166,Autre,300104
30,515166,Autre,300105
30,515166,Autre,300106
30,515166,Autre,300107
30,515166,ForetConifere,300401
30,515166,ForetConifere,300402
30,515166,ForetConifere,300403
30,515166,ForetConifere,300404
30,515166,ForetConifere,300405
30,515166,ForetConifere,300406
30,515166,ForetConifere,300407
30,515166,ForetConifere,300408
30,515166,ForetConifere,300409
30,515166,ForetConifere,300410
30,515166,ForetConifere,300411
30,515166,ForetConifere,300412
30,515166,ForetConifere,300413
30,515166,ForetMixe,300601
30,515166,lisiere,300901
30,515166,PrairieSeche,301201
30,515166,transport,301301
30,515166,ZoneConstruite,301501
31,515158,Autre,310101
31,515158,ForetConifere,310401
31,515158,ForetConifere,310402
31,515158,ForetConifere,310403
31,515158,ForetConifere,310404
31,515158,ForetConifere,310405
31,515158,ForetConifere,310406
31,515158,ForetFeuillus,310501
31,515158,ForetFeuillus,310502
31,515158,ForetFeuillus,310503
31,515158,ForetFeuillus,310504
31,515158,ForetFeuillus,310505
31,515158,ForetFeuillus,310506
31,515158,ForetFeuillus,310507
31,515158,ForetMixe,310601
31,515158,ForetMixe,310602
31,515158,ForetMixe,310603
31,515158,ForetMixe,310604
31,515158,ForetMixe,310605
31,515158,ForetMixe,310606
31,515158,ForetMixe,310607
31,515158,ForetMixe,310608
31,515158,ForetMixe,310609
31,515158,lisiere,310901
31,515158,transport,311301
32,521150,Autre,320101
32,521150,Autre,320102
32,521150,Autre,320103
32,521150,Autre,320104
32,521150,Autre,320105
32,521150,Autre,320106
32,521150,Autre,320107
32,521150,Autre,320108
32,521150,Autre,320109
32,521150,Autre,320110
32,521150,Autre,320111
32,521150,Autre,320112
32,521150,Autre,320113
32,521150,Autre,320114
32,521150,Autre,320115
32,521150,Autre,320116
32,521150,Autre,320117
32,521150,Autre,320118
32,521150,CulturePerm,320301
32,521150,ForetFeuillus,320501
32,521150,Humide,320801
32,521150,lisiere,320901
32,521150,transport,321301
32,521150,ZoneConstruite,321501
32,521150,ZoneConstruite,321502
33,509150,Autre,330101
33,509150,Autre,330102
33,509150,Autre,330103
33,509150,Autre,330104
33,509150,Autre,330105
33,509150,Autre,330106
33,509150,Autre,330107
33,509150,Autre,330108
33,509150,Autre,330109
33,509150,Autre,330110
33,509150,Autre,330111
33,509150,Autre,330112
33,509150,Autre,330113
33,509150,Autre,330114
33,509150,Autre,330115
33,509150,Autre,330116
33,509150,Carriere,330201
33,509150,ForetConifere,330401
33,509150,ForetFeuillus,330501
33,509150,ForetMixe,330601
33,509150,Humide,330801
33,509150,lisiere,330901
33,509150,PrairieSeche,331201
33,509150,transport,331301
33,509150,ZoneConstruite,331501
34,503150,Autre,340101
34,503150,Autre,340102
34,503150,Autre,340103
34,503150,Autre,340104
34,503150,Autre,340105
34,503150,Autre,340106
34,503150,Autre,340107
34,503150,Autre,340108
34,503150,Autre,340109
34,503150,Autre,340110
34,503150,Autre,340111
34,503150,Autre,340112
34,503150,ForetConifere,340401
34,503150,ForetConifere,340402
34,503150,ForetConifere,340403
34,503150,ForetConifere,340404
34,503150,ForetFeuillus,340501
34,503150,ForetMixe,340601
34,503150,Humide,340801
34,503150,lisiere,340901
34,503150,lisiere,340902
34,503150,PrairieSeche,341201
34,503150,PrairieSeche,341202
34,503150,transport,341301
34,503150,ZoneConstruite,341501
35,509158,Autre,350101
35,509158,Autre,350102
35,509158,Autre,350103
35,509158,Autre,350104
35,509158,Autre,350105
35,509158,Autre,350106
35,509158,Autre,350107
35,509158,Autre,350108
35,509158,Autre,350109
35,509158,Autre,350110
35,509158,Autre,350111
35,509158,Autre,350112
35,509158,Autre,350113
35,509158,Autre,350114
35,509158,ForetConifere,350401
35,509158,ForetConifere,350402
35,509158,ForetConifere,350403
35,509158,lisiere,350901
35,509158,lisiere,350902
35,509158,PrairieSeche,351201
35,509158,PrairieSeche,351202
35,509158,PrairieSeche,351203
35,509158,PrairieSeche,351204
35,509158,transport,351301
35,509158,ZoneConstruite,351501
36,509166,Autre,360101
36,509166,Autre,360102
36,509166,Autre,360103
36,509166,Autre,360104
36,509166,Autre,360105
36,509166,Autre,360106
36,509166,Autre,360107
36,509166,Autre,360108
36,509166,Autre,360109
36,509166,Autre,360110
36,509166,Autre,360111
36,509166,Autre,360112
36,509166,Autre,360113
36,509166,Autre,360114
36,509166,Autre,360115
36,509166,Autre,360116
36,509166,ForetConifere,360401
36,509166,ForetFeuillus,360501
36,509166,ForetFeuillus,360502
36,509166,ForetMixe,360601
36,509166,ForetMixe,360602
36,509166,lisiere,360901
36,509166,marais,361001
36,509166,transport,361301
36,509166,ZoneConstruite,361501
37,503158,Autre,370101
37,503158,Autre,370102
37,503158,Autre,370103
37,503158,Autre,370104
37,503158,Autre,370105
37,503158,Autre,370106
37,503158,Autre,370107
37,503158,Autre,370108
37,503158,Autre,370109
37,503158,Autre,370110
37,503158,ForetConifere,370401
37,503158,ForetFeuillus,370501
37,503158,ForetFeuillus,370502
37,503158,ForetFeuillus,370503
37,503158,ForetMixe,370601
37,503158,ForetMixe,370602
37,503158,Graviere,370701
37,503158,lisiere,370901
37,503158,lisiere,370902
37,503158,marais,371001
37,503158,marais,371002
37,503158,marais,371003
37,503158,transport,371301
37,503158,zalluviale,371401
37,503158,ZoneConstruite,371501
38,503142,Autre,380101
38,503142,ForetConifere,380401
38,503142,ForetConifere,380402
38,503142,ForetConifere,380403
38,503142,ForetConifere,380404
38,503142,ForetFeuillus,380501
38,503142,ForetFeuillus,380502
38,503142,ForetFeuillus,380503
38,503142,ForetFeuillus,380504
38,503142,ForetFeuillus,380505
38,503142,ForetFeuillus,380506
38,503142,ForetFeuillus,380507
38,503142,ForetFeuillus,380508
38,503142,ForetFeuillus,380509
38,503142,ForetFeuillus,380510
38,503142,ForetFeuillus,380511
38,503142,ForetMixe,380601
38,503142,ForetMixe,380602
38,503142,ForetMixe,380603
38,503142,ForetMixe,380604
38,503142,ForetMixe,380605
38,503142,Graviere,380701
38,503142,lisiere,380901
38,503142,transport,381301
38,503142,ZoneConstruite,381501
39,497142,Autre,390101
39,497142,Autre,390102
39,497142,Autre,390103
39,497142,Autre,390104
39,497142,Autre,390105
39,497142,Autre,390106
39,497142,Autre,390107
39,497142,Autre,390108
39,497142,Autre,390109
39,497142,Autre,390110
39,497142,ForetConifere,390401
39,497142,ForetFeuillus,390501
39,497142,ForetMixe,390601
39,497142,lisiere,390901
39,497142,pierrier,391101
39,497142,PrairieSeche,391201
39,497142,PrairieSeche,391202
39,497142,PrairieSeche,391203
39,497142,PrairieSeche,391204
39,497142,PrairieSeche,391205
39,497142,PrairieSeche,391206
39,497142,PrairieSeche,391207
39,497142,PrairieSeche,391208
39,497142,transport,391301
39,497142,ZoneConstruite,391501
40,57281298,Autre,400101
40,57281298,Autre,400102
40,57281298,Autre,400103
40,57281298,Autre,400104
40,57281298,Autre,400105
40,57281298,Autre,400106
40,57281298,Autre,400107
40,57281298,Autre,400108
40,57281298,Autre,400109
40,57281298,Autre,400110
40,57281298,Autre,400111
40,57281298,Autre,400112
40,57281298,Autre,400113
40,57281298,Autre,400114
40,57281298,Autre,400115
40,57281298,ForetConifere,400401
40,57281298,Humide,400801
40,57281298,lisiere,400901
40,57281298,lisiere,400902
40,57281298,lisiere,400903
40,57281298,pierrier,401101
40,57281298,PrairieSeche,401201
40,57281298,transport,401301
40,57281298,ZoneConstruite,401501
41,57201203,Autre,410101
41,57201203,Autre,410102
41,57201203,Autre,410103
41,57201203,Autre,410104
41,57201203,Autre,410105
41,57201203,Autre,410106
41,57201203,Autre,410107
41,57201203,Autre,410108
41,57201203,Autre,410109
41,57201203,Autre,410110
41,57201203,Autre,410111
41,57201203,ForetConifere,410401
41,57201203,ForetConifere,410402
41,57201203,ForetMixe,410601
41,57201203,lisiere,410901
41,57201203,lisiere,410902
41,57201203,lisiere,410903
41,57201203,lisiere,410904
41,57201203,lisiere,410905
41,57201203,pierrier,411101
41,57201203,PrairieSeche,411201
41,57201203,PrairieSeche,411202
41,57201203,transport,411301
42,57781263,Autre,420101
42,57781263,Autre,420102
42,57781263,Autre,420103
42,57781263,Autre,420104
42,57781263,Autre,420105
42,57781263,Autre,420106
42,57781263,Autre,420107
42,57781263,Humide,420801
42,57781263,lisiere,420901
42,57781263,lisiere,420902
42,57781263,pierrier,421101
42,57781263,pierrier,421102
42,57781263,pierrier,421103
42,57781263,pierrier,421104
42,57781263,pierrier,421105
42,57781263,pierrier,421106
42,57781263,pierrier,421107
42,57781263,PrairieSeche,421201
42,57781263,PrairieSeche,421202
42,57781263,PrairieSeche,421203
42,57781263,PrairieSeche,421204
42,57781263,PrairieSeche,421205
42,57781263,transport,421301
42,57781263,ZoneConstruite,421501
43,57711503,Autre,430101
43,57711503,Autre,430102
43,57711503,Autre,430103
43,57711503,Autre,430104
43,57711503,Autre,430105
43,57711503,Autre,430106
43,57711503,Autre,430107
43,57711503,Autre,430108
43,57711503,Autre,430109
43,57711503,Autre,430110
43,57711503,ForetConifere,430401
43,57711503,ForetFeuillus,430501
43,57711503,ForetMixe,430601
43,57711503,lisiere,430901
43,57711503,pierrier,431101
43,57711503,pierrier,431102
43,57711503,PrairieSeche,431201
43,57711503,PrairieSeche,431202
43,57711503,PrairieSeche,431203
43,57711503,PrairieSeche,431204
43,57711503,PrairieSeche,431205
43,57711503,transport,431301
43,57711503,ZoneConstruite,431501
44,58041300,Autre,440101
44,58041300,Autre,440102
44,58041300,Autre,440103
44,58041300,Autre,440104
44,58041300,Autre,440105
44,58041300,Autre,440106
44,58041300,Autre,440107
44,58041300,Autre,440108
44,58041300,Autre,440109
44,58041300,lisiere,440901
44,58041300,lisiere,440902
44,58041300,pierrier,441101
44,58041300,pierrier,441102
44,58041300,pierrier,441103
44,58041300,pierrier,441104
44,58041300,pierrier,441105
44,58041300,pierrier,441106
44,58041300,pierrier,441107
44,58041300,pierrier,441108
44,58041300,pierrier,441109
